UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
1	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	10
27	10
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	1
0	2
0	0
0	3
0	0
0	1
0	1
0	1
0	0
2	4
0	4
0	3
0	1
0	0
1	323
0	233
1	53
1	106
2	247
1	83
0	13
0	279
0	141
0	265
1	6
0	112
0	98
2	81
0	65
0	18
0	17
1	0
0	0
0	13
0	2
0	6
1	14
0	2
0	2
0	1
0	2
0	0
0	1
0	2
0	2
0	0
0	1
0	2
0	1
0	3
0	0
3	0
1	2
0	4
1	7
1	12
4	13
0	1
24	20
5	44
26	114
0	75
0	38
6	76
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	1
0	3
1	0
0	3
0	0
0	20
0	20
0	1
0	0
0	0
0	20
0	19
0	20
0	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
17	19
0	1
0	5
0	5
0	1
1	4
0	0
0	6
0	5
12	4
0	0
0	6
0	0
0	0
1	3
0	15
1	15
0	5
0	5
0	0
0	0
0	3
0	3
0	0
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	1
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
1	19
0	71
1	10
0	26
0	17
0	351
0	8
4	3
0	0
0	8
0	2918
10	2645
0	451
0	3342
1	667
5	568
2	712
1	259
0	508
0	17
0	304
0	3615
0	3776
0	0
0	0
0	1
0	1
0	1
